,Year,Airport,Cause,Delays (%)
506,2004,SEA,Extreme Weather Delay,0.48957390596860717
507,2004,SFO,Extreme Weather Delay,0.631980631773115
508,2004,SLC,Extreme Weather Delay,1.0027867790019447
509,2004,TPA,Extreme Weather Delay,0.5589255128044448
510,2005,ATL,Extreme Weather Delay,1.0263564448580735
511,2005,BOS,Extreme Weather Delay,0.9967576351831741
512,2005,BWI,Extreme Weather Delay,0.6648344445276799
513,2005,CLT,Extreme Weather Delay,0.6250469215123132
514,2005,DAL,Extreme Weather Delay,0.36177159486123933
515,2005,DCA,Extreme Weather Delay,0.8173667544160849
516,2005,DEN,Extreme Weather Delay,0.6175915852545143
517,2005,DFW,Extreme Weather Delay,0.8631108050069689
518,2005,DTW,Extreme Weather Delay,1.1132497926164104
519,2005,EWR,Extreme Weather Delay,0.9157632270627016
520,2005,FLL,Extreme Weather Delay,0.8056285978253146
521,2005,IAD,Extreme Weather Delay,0.3999705831882921
522,2005,IAH,Extreme Weather Delay,0.45748814137927774
523,2005,JFK,Extreme Weather Delay,1.1959526402008975
524,2005,LAS,Extreme Weather Delay,0.5360504186634995
525,2005,LAX,Extreme Weather Delay,0.5310936011775911
526,2005,LGA,Extreme Weather Delay,1.5553282062136922
527,2005,MCO,Extreme Weather Delay,0.7127433807181838
528,2005,MDW,Extreme Weather Delay,0.5788537761114089
529,2005,MIA,Extreme Weather Delay,1.1093184513852985
530,2005,MSP,Extreme Weather Delay,0.9246339049171741
531,2005,ORD,Extreme Weather Delay,0.5887215685345619
532,2005,PDX,Extreme Weather Delay,0.46130618739377305
533,2005,PHL,Extreme Weather Delay,1.0476751821641335
534,2005,PHX,Extreme Weather Delay,0.4013959805387934
535,2005,SAN,Extreme Weather Delay,0.5262495787936651
536,2005,SEA,Extreme Weather Delay,0.4581562280084447
537,2005,SFO,Extreme Weather Delay,0.6109793159053554
538,2005,SLC,Extreme Weather Delay,0.7204922212135155
539,2005,TPA,Extreme Weather Delay,0.6234563243542345
540,2006,ATL,Extreme Weather Delay,1.2414624446371192
541,2006,BOS,Extreme Weather Delay,1.1513012287262456
542,2006,BWI,Extreme Weather Delay,0.7824700676730869
543,2006,CLT,Extreme Weather Delay,0.6526124929771695
544,2006,DAL,Extreme Weather Delay,0.5304862102955079
545,2006,DCA,Extreme Weather Delay,0.9891472049033078
546,2006,DEN,Extreme Weather Delay,0.5837324898328061
547,2006,DFW,Extreme Weather Delay,0.8888029683517416
548,2006,DTW,Extreme Weather Delay,1.0953582554517132
549,2006,EWR,Extreme Weather Delay,0.9373104337276312
550,2006,FLL,Extreme Weather Delay,0.5996538666351102
551,2006,IAD,Extreme Weather Delay,0.5939944381372968
552,2006,IAH,Extreme Weather Delay,0.5585078837877894
553,2006,JFK,Extreme Weather Delay,1.2748497247972188
554,2006,LAS,Extreme Weather Delay,0.5014238073583229
555,2006,LAX,Extreme Weather Delay,0.5335528003420267
556,2006,LGA,Extreme Weather Delay,1.5623415859065406
557,2006,MCO,Extreme Weather Delay,0.527380672071042
558,2006,MDW,Extreme Weather Delay,0.9825035914202208
559,2006,MIA,Extreme Weather Delay,0.8825850340136056
560,2006,MSP,Extreme Weather Delay,0.9606028514525973
561,2006,ORD,Extreme Weather Delay,0.6130032450595105
562,2006,PDX,Extreme Weather Delay,0.47999515243849644
563,2006,PHL,Extreme Weather Delay,1.2183792367990989
564,2006,PHX,Extreme Weather Delay,0.4657368017295489
565,2006,SAN,Extreme Weather Delay,0.5160523058709573
566,2006,SEA,Extreme Weather Delay,0.5114715373813089
567,2006,SFO,Extreme Weather Delay,0.5227191684685711
568,2006,SLC,Extreme Weather Delay,0.7513882835894335
569,2006,TPA,Extreme Weather Delay,0.523126143799455
570,2007,ATL,Extreme Weather Delay,1.3653734170639353
571,2007,BOS,Extreme Weather Delay,1.3402031342493075
572,2007,BWI,Extreme Weather Delay,0.8666849490378905
573,2007,CLT,Extreme Weather Delay,0.6396158293413884
574,2007,DAL,Extreme Weather Delay,0.8897394076435481
575,2007,DCA,Extreme Weather Delay,1.164966839435992
576,2007,DEN,Extreme Weather Delay,0.7113456442461852
577,2007,DFW,Extreme Weather Delay,1.3594718513439017
578,2007,DTW,Extreme Weather Delay,0.7501746478873241
579,2007,EWR,Extreme Weather Delay,0.994588140630475
580,2007,FLL,Extreme Weather Delay,0.657815919824905
581,2007,IAD,Extreme Weather Delay,0.7321901330316046
582,2007,IAH,Extreme Weather Delay,0.6189364345262146
583,2007,JFK,Extreme Weather Delay,1.2279448373967679
584,2007,LAS,Extreme Weather Delay,0.4567616268625027
585,2007,LAX,Extreme Weather Delay,0.5984786011208536
586,2007,LGA,Extreme Weather Delay,1.5260269740746462
587,2007,MCO,Extreme Weather Delay,0.6257636572344247
588,2007,MDW,Extreme Weather Delay,0.9638118088879618
589,2007,MIA,Extreme Weather Delay,1.1550494132180358
590,2007,MSP,Extreme Weather Delay,0.9162891572449726
591,2007,ORD,Extreme Weather Delay,0.66862984095893
592,2007,PDX,Extreme Weather Delay,0.4869870723471024
593,2007,PHL,Extreme Weather Delay,1.2423078031489252
594,2007,PHX,Extreme Weather Delay,0.5365896408303253
595,2007,SAN,Extreme Weather Delay,0.47970236994100846
596,2007,SEA,Extreme Weather Delay,0.5553977663151531
597,2007,SFO,Extreme Weather Delay,0.6268439987863201
598,2007,SLC,Extreme Weather Delay,0.7599753702914294
599,2007,TPA,Extreme Weather Delay,0.6107344703567716
600,2008,ATL,Extreme Weather Delay,1.0349584218893613
601,2008,BOS,Extreme Weather Delay,1.010114969816184
602,2008,BWI,Extreme Weather Delay,0.8632240458161974
603,2008,CLT,Extreme Weather Delay,0.5858129016900737
604,2008,DAL,Extreme Weather Delay,0.5848584302163877
605,2008,DCA,Extreme Weather Delay,0.860230065419806
606,2008,DEN,Extreme Weather Delay,0.590657224499938
607,2008,DFW,Extreme Weather Delay,0.7428971467763082
608,2008,DTW,Extreme Weather Delay,0.559672839506173
609,2008,EWR,Extreme Weather Delay,1.0440173007632265
610,2008,FLL,Extreme Weather Delay,0.5406451420830914
611,2008,IAD,Extreme Weather Delay,0.6483912551629789
612,2008,IAH,Extreme Weather Delay,0.6739684597105204
613,2008,JFK,Extreme Weather Delay,1.1013535125671285
614,2008,LAS,Extreme Weather Delay,0.49685603716065735
615,2008,LAX,Extreme Weather Delay,0.46055590328488316
616,2008,LGA,Extreme Weather Delay,1.394007572386813
617,2008,MCO,Extreme Weather Delay,0.5080047990585288
618,2008,MDW,Extreme Weather Delay,0.8711872146118723
619,2008,MIA,Extreme Weather Delay,0.8439008021475826
620,2008,MSP,Extreme Weather Delay,0.6901780233271946
621,2008,ORD,Extreme Weather Delay,0.6500490794745072
622,2008,PDX,Extreme Weather Delay,0.4463859794669706
623,2008,PHL,Extreme Weather Delay,1.283112566304749
624,2008,PHX,Extreme Weather Delay,0.42755345609178796
625,2008,SAN,Extreme Weather Delay,0.46550400000000025
626,2008,SEA,Extreme Weather Delay,0.4549071739628694
627,2008,SFO,Extreme Weather Delay,0.6441146970742432
628,2008,SLC,Extreme Weather Delay,0.5339919612876322
629,2008,TPA,Extreme Weather Delay,0.6049174246203836
630,2009,ATL,Extreme Weather Delay,0.5760052289078456
631,2009,BOS,Extreme Weather Delay,0.7770825997851267
632,2009,BWI,Extreme Weather Delay,0.6841627172195894
633,2009,CLT,Extreme Weather Delay,0.5412024447835238
634,2009,DAL,Extreme Weather Delay,0.6875387733156871
635,2009,DCA,Extreme Weather Delay,0.8091342196502952
636,2009,DEN,Extreme Weather Delay,0.6032125045511892
637,2009,DFW,Extreme Weather Delay,0.8220594392537464
638,2009,DTW,Extreme Weather Delay,0.5142499278650683
639,2009,EWR,Extreme Weather Delay,0.896162111342421
640,2009,FLL,Extreme Weather Delay,0.5507073026808923
641,2009,IAD,Extreme Weather Delay,0.6856966911488609
642,2009,IAH,Extreme Weather Delay,0.5383749583385695
643,2009,JFK,Extreme Weather Delay,0.8613975565323482
644,2009,LAS,Extreme Weather Delay,0.3874877000362523
645,2009,LAX,Extreme Weather Delay,0.4152125048443356
646,2009,LGA,Extreme Weather Delay,1.3795186108655275
647,2009,MCO,Extreme Weather Delay,0.4526162719049615
648,2009,MDW,Extreme Weather Delay,0.6073900808586933
649,2009,MIA,Extreme Weather Delay,0.9874072688735118
650,2009,MSP,Extreme Weather Delay,0.8632499271410133
651,2009,ORD,Extreme Weather Delay,0.5520245636675135
652,2009,PDX,Extreme Weather Delay,0.35477948207933296
653,2009,PHL,Extreme Weather Delay,1.192428582155998
654,2009,PHX,Extreme Weather Delay,0.3609311268133455
655,2009,SAN,Extreme Weather Delay,0.42784791809861455
656,2009,SEA,Extreme Weather Delay,0.3677459613117936
657,2009,SFO,Extreme Weather Delay,0.5617544423192044
658,2009,SLC,Extreme Weather Delay,0.31759878027504507
659,2009,TPA,Extreme Weather Delay,0.5503433976934043
660,2010,ATL,Extreme Weather Delay,0.561910872270837
661,2010,BOS,Extreme Weather Delay,0.6180862027959091
662,2010,BWI,Extreme Weather Delay,0.6039710883548214
663,2010,CLT,Extreme Weather Delay,0.40596639124164363
664,2010,DAL,Extreme Weather Delay,0.5004967388017796
665,2010,DCA,Extreme Weather Delay,0.6340493642103127
666,2010,DEN,Extreme Weather Delay,0.41942326314509804
667,2010,DFW,Extreme Weather Delay,0.7869244330235754
668,2010,DTW,Extreme Weather Delay,0.5486033450135439
669,2010,EWR,Extreme Weather Delay,0.5604732421994727
670,2010,FLL,Extreme Weather Delay,0.5360011543456302
671,2010,IAD,Extreme Weather Delay,0.5110943963896202
672,2010,IAH,Extreme Weather Delay,0.4356231374646594
673,2010,JFK,Extreme Weather Delay,0.5343563923333067
674,2010,LAS,Extreme Weather Delay,0.41672060707055397
675,2010,LAX,Extreme Weather Delay,0.4020482259558806
676,2010,LGA,Extreme Weather Delay,0.8076188061855268
677,2010,MCO,Extreme Weather Delay,0.40404189046673017
678,2010,MDW,Extreme Weather Delay,0.7900397888945301
679,2010,MIA,Extreme Weather Delay,0.7055567536481919
680,2010,MSP,Extreme Weather Delay,0.5707586163042095
681,2010,ORD,Extreme Weather Delay,0.5046025825513462
682,2010,PDX,Extreme Weather Delay,0.32982190223569546
683,2010,PHL,Extreme Weather Delay,0.7485384077108869
684,2010,PHX,Extreme Weather Delay,0.3309969062101903
685,2010,SAN,Extreme Weather Delay,0.4603120112903842
686,2010,SEA,Extreme Weather Delay,0.39098552694301053
687,2010,SFO,Extreme Weather Delay,0.5962977775238532
688,2010,SLC,Extreme Weather Delay,0.3352444490774524
689,2010,TPA,Extreme Weather Delay,0.5356805258642002
690,2011,ATL,Extreme Weather Delay,0.38576418836232435
691,2011,BOS,Extreme Weather Delay,0.615663716007402
692,2011,BWI,Extreme Weather Delay,0.6271072989280623
693,2011,CLT,Extreme Weather Delay,0.44959017985471766
694,2011,DAL,Extreme Weather Delay,0.520506419400856
695,2011,DCA,Extreme Weather Delay,0.5974761498914026
696,2011,DEN,Extreme Weather Delay,0.4189695812292615
697,2011,DFW,Extreme Weather Delay,0.6158309317963496
698,2011,DTW,Extreme Weather Delay,0.49507611665644335
699,2011,EWR,Extreme Weather Delay,0.7311061844057861
700,2011,FLL,Extreme Weather Delay,0.49132128940843073
701,2011,IAD,Extreme Weather Delay,0.472732002341159
702,2011,IAH,Extreme Weather Delay,0.4375852485118963
703,2011,JFK,Extreme Weather Delay,0.42978051777467047
704,2011,LAS,Extreme Weather Delay,0.35638988774798674
705,2011,LAX,Extreme Weather Delay,0.41183302362622753
706,2011,LGA,Extreme Weather Delay,0.7824053747740937
707,2011,MCO,Extreme Weather Delay,0.4369182000305735
708,2011,MDW,Extreme Weather Delay,0.6300181956376536
709,2011,MIA,Extreme Weather Delay,0.8969762669867202
710,2011,MSP,Extreme Weather Delay,0.4399574410980964
711,2011,ORD,Extreme Weather Delay,0.5126259326425698
712,2011,PDX,Extreme Weather Delay,0.2952076314494455
713,2011,PHL,Extreme Weather Delay,0.8408445315308005
714,2011,PHX,Extreme Weather Delay,0.33385389277537847
715,2011,SAN,Extreme Weather Delay,0.47174952511953877
716,2011,SEA,Extreme Weather Delay,0.38018476903870163
717,2011,SFO,Extreme Weather Delay,0.5694473037701926
718,2011,SLC,Extreme Weather Delay,0.29233460852677495
719,2011,TPA,Extreme Weather Delay,0.5388046516342995
720,2012,ATL,Extreme Weather Delay,0.31712220597877816
721,2012,BOS,Extreme Weather Delay,0.4392675483214649
722,2012,BWI,Extreme Weather Delay,0.6716565224543509
723,2012,CLT,Extreme Weather Delay,0.32990532518261867
724,2012,DAL,Extreme Weather Delay,0.4388516114838852
725,2012,DCA,Extreme Weather Delay,0.5496791481559835
726,2012,DEN,Extreme Weather Delay,0.3526271114506408
727,2012,DFW,Extreme Weather Delay,0.5988496929700603
728,2012,DTW,Extreme Weather Delay,0.4156722095424412
729,2012,EWR,Extreme Weather Delay,1.4391209119418589
730,2012,FLL,Extreme Weather Delay,0.5071971895979398
731,2012,IAD,Extreme Weather Delay,0.46217913349622963
732,2012,IAH,Extreme Weather Delay,0.4353780233410384
733,2012,JFK,Extreme Weather Delay,0.4912875121006777
734,2012,LAS,Extreme Weather Delay,0.3633539062829507
735,2012,LAX,Extreme Weather Delay,0.44277120594291247
736,2012,LGA,Extreme Weather Delay,0.6207219264790232
737,2012,MCO,Extreme Weather Delay,0.34292063016503127
738,2012,MDW,Extreme Weather Delay,0.4648135765177892
739,2012,MIA,Extreme Weather Delay,0.5794794524076292
740,2012,MSP,Extreme Weather Delay,0.3524751758939391
741,2012,ORD,Extreme Weather Delay,0.543028492513915
742,2012,PDX,Extreme Weather Delay,0.25638287908588564
743,2012,PHL,Extreme Weather Delay,0.6479960264394604
744,2012,PHX,Extreme Weather Delay,0.21704858929888282
745,2012,SAN,Extreme Weather Delay,0.4279935170178283
746,2012,SEA,Extreme Weather Delay,0.323859155210798
747,2012,SFO,Extreme Weather Delay,0.6656102813720166
748,2012,SLC,Extreme Weather Delay,0.24142589050161828
749,2012,TPA,Extreme Weather Delay,0.40855702209698924
750,2013,ATL,Extreme Weather Delay,0.5325961061165959
751,2013,BOS,Extreme Weather Delay,0.5311902303237106
752,2013,BWI,Extreme Weather Delay,0.6398389138647712
753,2013,CLT,Extreme Weather Delay,0.48245006621982284
754,2013,DAL,Extreme Weather Delay,0.4908522216033249
755,2013,DCA,Extreme Weather Delay,0.640043260781398
756,2013,DEN,Extreme Weather Delay,0.5619914257078649
757,2013,DFW,Extreme Weather Delay,0.683615543064623
758,2013,DTW,Extreme Weather Delay,0.5490912205357851
759,2013,EWR,Extreme Weather Delay,0.5973565361508182
760,2013,FLL,Extreme Weather Delay,0.5348191516651328
761,2013,IAD,Extreme Weather Delay,0.5234949099979775
762,2013,IAH,Extreme Weather Delay,0.49918541140865846
763,2013,JFK,Extreme Weather Delay,0.5503237568366128
764,2013,LAS,Extreme Weather Delay,0.4650635961589796
765,2013,LAX,Extreme Weather Delay,0.526196396244123
766,2013,LGA,Extreme Weather Delay,0.7960729982801452
767,2013,MCO,Extreme Weather Delay,0.44042119684541503
768,2013,MDW,Extreme Weather Delay,0.7827842268894406
769,2013,MIA,Extreme Weather Delay,0.6706211255621732
770,2013,MSP,Extreme Weather Delay,0.5451294765089703
771,2013,ORD,Extreme Weather Delay,0.4986233084963396
772,2013,PDX,Extreme Weather Delay,0.3394500540258578
773,2013,PHL,Extreme Weather Delay,0.8070610899121993
774,2013,PHX,Extreme Weather Delay,0.2774501496921426
775,2013,SAN,Extreme Weather Delay,0.4121337002308326
776,2013,SEA,Extreme Weather Delay,0.42019284868944384
777,2013,SFO,Extreme Weather Delay,0.6355008954655531
778,2013,SLC,Extreme Weather Delay,0.4057750894863527
779,2013,TPA,Extreme Weather Delay,0.4962856494439821
780,2014,ATL,Extreme Weather Delay,0.44822113226729243
781,2014,BOS,Extreme Weather Delay,0.6896321070234113
782,2014,BWI,Extreme Weather Delay,0.6362815785128514
783,2014,CLT,Extreme Weather Delay,0.4334111316989735
784,2014,DAL,Extreme Weather Delay,0.4749865407711102
785,2014,DCA,Extreme Weather Delay,0.6329656693781883
786,2014,DEN,Extreme Weather Delay,0.5993787572467164
787,2014,DFW,Extreme Weather Delay,0.7776041105242357
788,2014,DTW,Extreme Weather Delay,0.507331295289855
789,2014,EWR,Extreme Weather Delay,0.6558187641193605
790,2014,FLL,Extreme Weather Delay,0.6951442075215646
791,2014,IAD,Extreme Weather Delay,0.5520910580322496
792,2014,IAH,Extreme Weather Delay,0.6274055155393581
793,2014,JFK,Extreme Weather Delay,0.5717454002983589
794,2014,LAS,Extreme Weather Delay,0.5245516496665645
795,2014,LAX,Extreme Weather Delay,0.6607837217999377
796,2014,LGA,Extreme Weather Delay,0.851466078240706
797,2014,MCO,Extreme Weather Delay,0.6561602767890299
798,2014,MDW,Extreme Weather Delay,0.8355782051571788
799,2014,MIA,Extreme Weather Delay,0.6760431488440535
800,2014,MSP,Extreme Weather Delay,0.5516751096966159
801,2014,ORD,Extreme Weather Delay,0.5885335291272439
802,2014,PDX,Extreme Weather Delay,0.4110698616267296
803,2014,PHL,Extreme Weather Delay,0.7817035826593245
804,2014,PHX,Extreme Weather Delay,0.3298081836650756
805,2014,SAN,Extreme Weather Delay,0.4737006724704164
806,2014,SEA,Extreme Weather Delay,0.41458950350435053
807,2014,SFO,Extreme Weather Delay,0.8203771504587047
808,2014,SLC,Extreme Weather Delay,0.3607002744368517
809,2014,TPA,Extreme Weather Delay,0.7135282602999432
810,2015,ATL,Extreme Weather Delay,0.4483027578537963
811,2015,BOS,Extreme Weather Delay,0.6569331932345861
812,2015,BWI,Extreme Weather Delay,0.7139896923649115
813,2015,CLT,Extreme Weather Delay,0.4493198052686655
814,2015,DAL,Extreme Weather Delay,0.6893635823442477
815,2015,DCA,Extreme Weather Delay,0.791458377265341
816,2015,DEN,Extreme Weather Delay,0.6201088098629371
817,2015,DFW,Extreme Weather Delay,0.7319839610152907
818,2015,DTW,Extreme Weather Delay,0.490191106490521
819,2015,EWR,Extreme Weather Delay,0.6733222108605567
820,2015,FLL,Extreme Weather Delay,0.5858044044875911
821,2015,IAD,Extreme Weather Delay,0.800520358349874
822,2015,IAH,Extreme Weather Delay,0.6330060659120753
823,2015,JFK,Extreme Weather Delay,0.5235665171312709
824,2015,LAS,Extreme Weather Delay,0.5352159013022617
825,2015,LAX,Extreme Weather Delay,0.6775013533551439
826,2015,LGA,Extreme Weather Delay,0.9151834009856588
827,2015,MCO,Extreme Weather Delay,0.605250441563635
828,2015,MDW,Extreme Weather Delay,1.0068250901160494
829,2015,MIA,Extreme Weather Delay,0.6599495217853347
830,2015,MSP,Extreme Weather Delay,0.5841011478521558
831,2015,ORD,Extreme Weather Delay,0.5960563164643367
832,2015,PDX,Extreme Weather Delay,0.37111205794631447
833,2015,PHL,Extreme Weather Delay,0.6768368790391925
834,2015,PHX,Extreme Weather Delay,0.4297313201121794
835,2015,SAN,Extreme Weather Delay,0.5023686758970869
836,2015,SEA,Extreme Weather Delay,0.48756719321966807
837,2015,SFO,Extreme Weather Delay,0.6877374549760695
838,2015,SLC,Extreme Weather Delay,0.416555772624744
839,2015,TPA,Extreme Weather Delay,0.6136370218064929
840,2016,ATL,Extreme Weather Delay,0.36134359743085265
841,2016,BOS,Extreme Weather Delay,0.6444706522725211
842,2016,BWI,Extreme Weather Delay,0.6227146584070429
843,2016,CLT,Extreme Weather Delay,0.44213864320109864
844,2016,DAL,Extreme Weather Delay,0.6053768742205852
845,2016,DCA,Extreme Weather Delay,0.7464298109181589
846,2016,DEN,Extreme Weather Delay,0.5195049176704608
847,2016,DFW,Extreme Weather Delay,0.4902489912309789
848,2016,DTW,Extreme Weather Delay,0.42213217108284257
849,2016,EWR,Extreme Weather Delay,0.6187761438613135
850,2016,FLL,Extreme Weather Delay,0.530310124986493
851,2016,IAD,Extreme Weather Delay,0.6360731919837354
852,2016,IAH,Extreme Weather Delay,0.5049455839873954
853,2016,JFK,Extreme Weather Delay,0.5159629985878886
854,2016,LAS,Extreme Weather Delay,0.5309974119052361
855,2016,LAX,Extreme Weather Delay,0.5937353267096143
856,2016,LGA,Extreme Weather Delay,0.8880376037935105
857,2016,MCO,Extreme Weather Delay,0.5482028807991793
858,2016,MDW,Extreme Weather Delay,0.558950821165805
859,2016,MIA,Extreme Weather Delay,0.5877016707814205
860,2016,MSP,Extreme Weather Delay,0.5108867345990646
861,2016,ORD,Extreme Weather Delay,0.5008138948456061
862,2016,PDX,Extreme Weather Delay,0.3710502096328869
863,2016,PHL,Extreme Weather Delay,0.6073859442910641
864,2016,PHX,Extreme Weather Delay,0.36532758664019505
865,2016,SAN,Extreme Weather Delay,0.433283454194324
866,2016,SEA,Extreme Weather Delay,0.46875824681248923
867,2016,SFO,Extreme Weather Delay,0.7670506618406248
868,2016,SLC,Extreme Weather Delay,0.38959523765778015
869,2016,TPA,Extreme Weather Delay,0.613724999632077
870,2017,ATL,Extreme Weather Delay,0.48466108888080506
871,2017,BOS,Extreme Weather Delay,0.44196868498850317
872,2017,BWI,Extreme Weather Delay,0.31163242642976124
873,2017,CLT,Extreme Weather Delay,0.29561267322178136
874,2017,DAL,Extreme Weather Delay,0.32634032634032634
875,2017,DCA,Extreme Weather Delay,0.4379450661241099
876,2017,DEN,Extreme Weather Delay,0.6359700300927348
877,2017,DFW,Extreme Weather Delay,0.3751332760103181
878,2017,DTW,Extreme Weather Delay,0.5715191880748495
879,2017,EWR,Extreme Weather Delay,0.6344470962609388
880,2017,FLL,Extreme Weather Delay,0.5812992125984251
881,2017,IAD,Extreme Weather Delay,0.5298615416408348
882,2017,IAH,Extreme Weather Delay,0.38913611299216416
883,2017,JFK,Extreme Weather Delay,0.6059265218557255
884,2017,LAS,Extreme Weather Delay,0.7286387367884887
885,2017,LAX,Extreme Weather Delay,1.2207223641006932
886,2017,LGA,Extreme Weather Delay,0.7628786821164316
887,2017,MCO,Extreme Weather Delay,0.5071804350917105
888,2017,MDW,Extreme Weather Delay,0.9003137822833696
889,2017,MIA,Extreme Weather Delay,0.5562067128396377
890,2017,MSP,Extreme Weather Delay,0.6530216524830335
891,2017,ORD,Extreme Weather Delay,0.49414596783017833
892,2017,PDX,Extreme Weather Delay,0.5516528925619835
893,2017,PHL,Extreme Weather Delay,0.4994989523549239
894,2017,PHX,Extreme Weather Delay,0.32470784641068445
895,2017,SAN,Extreme Weather Delay,0.6797972242998421
896,2017,SEA,Extreme Weather Delay,0.6215445256988744
897,2017,SFO,Extreme Weather Delay,1.7345307801867382
898,2017,SLC,Extreme Weather Delay,0.6922856815840677
899,2017,TPA,Extreme Weather Delay,0.5504627589246364
900,2003,ATL,NAS Delay,11.291834721765586
901,2003,BOS,NAS Delay,7.314925021359337
902,2003,BWI,NAS Delay,5.603632170654368
903,2003,CLT,NAS Delay,7.177184505244106
904,2003,DAL,NAS Delay,1.8936428463055686
905,2003,DCA,NAS Delay,7.6639120822511755
906,2003,DEN,NAS Delay,4.7144593233874605
907,2003,DFW,NAS Delay,6.0512752661469245
908,2003,DTW,NAS Delay,6.35008535418962
909,2003,EWR,NAS Delay,18.452096813917567
910,2003,FLL,NAS Delay,7.975913741630674
911,2003,IAD,NAS Delay,7.089574915684374
912,2003,IAH,NAS Delay,8.258567508921688
913,2003,JFK,NAS Delay,8.056574134858854
914,2003,LAS,NAS Delay,6.149785936308718
915,2003,LAX,NAS Delay,4.931030038362977
916,2003,LGA,NAS Delay,13.087529315473848
917,2003,MCO,NAS Delay,6.79146623581684
918,2003,MDW,NAS Delay,6.117578125000001
919,2003,MIA,NAS Delay,10.056713483146067
920,2003,MSP,NAS Delay,7.513876138690769
921,2003,ORD,NAS Delay,15.810811681883685
922,2003,PDX,NAS Delay,4.508109082172033
923,2003,PHL,NAS Delay,12.322411225209684
924,2003,PHX,NAS Delay,4.396708655018283
925,2003,SAN,NAS Delay,5.041560076338979
926,2003,SEA,NAS Delay,6.185506746697178
927,2003,SFO,NAS Delay,10.929896623018609
928,2003,SLC,NAS Delay,4.33690619563763
929,2003,TPA,NAS Delay,6.612519830433539
930,2004,ATL,NAS Delay,15.30557880423704
931,2004,BOS,NAS Delay,8.548260127223003
932,2004,BWI,NAS Delay,5.359353196303979
933,2004,CLT,NAS Delay,5.822789513776636
934,2004,DAL,NAS Delay,2.5710261301628146
935,2004,DCA,NAS Delay,6.485853554020037
936,2004,DEN,NAS Delay,5.4759345884718
937,2004,DFW,NAS Delay,7.080055926655852
938,2004,DTW,NAS Delay,7.432879702581945
939,2004,EWR,NAS Delay,16.44326122286372
940,2004,FLL,NAS Delay,8.660001202790479
941,2004,IAD,NAS Delay,7.863038142420456
942,2004,IAH,NAS Delay,9.321421502652203
943,2004,JFK,NAS Delay,9.88121257157844
944,2004,LAS,NAS Delay,7.309622716667613
945,2004,LAX,NAS Delay,6.109039582008492
946,2004,LGA,NAS Delay,12.96244933796379
947,2004,MCO,NAS Delay,7.037108207754476
948,2004,MDW,NAS Delay,7.709258593060142
949,2004,MIA,NAS Delay,8.490675044057928
950,2004,MSP,NAS Delay,8.662606162891985
951,2004,ORD,NAS Delay,16.19225371206201
952,2004,PDX,NAS Delay,4.853566375960316
953,2004,PHL,NAS Delay,13.032384706993549
954,2004,PHX,NAS Delay,6.510367959773492
955,2004,SAN,NAS Delay,5.187613991473147
956,2004,SEA,NAS Delay,6.449652158809389
957,2004,SFO,NAS Delay,11.182076704327105
958,2004,SLC,NAS Delay,5.381947144811694
959,2004,TPA,NAS Delay,5.922672014036846
960,2005,ATL,NAS Delay,14.47199395067473
961,2005,BOS,NAS Delay,11.637339542006204
962,2005,BWI,NAS Delay,4.79061165630384
963,2005,CLT,NAS Delay,7.092786745000133
964,2005,DAL,NAS Delay,1.875340099841484
965,2005,DCA,NAS Delay,6.725487390790129
966,2005,DEN,NAS Delay,4.7782710190960955
967,2005,DFW,NAS Delay,6.349003122045671
968,2005,DTW,NAS Delay,7.464847563885159
969,2005,EWR,NAS Delay,21.939463655701143
970,2005,FLL,NAS Delay,11.00041219529528
971,2005,IAD,NAS Delay,8.186739554989009
972,2005,IAH,NAS Delay,8.034250902952632
973,2005,JFK,NAS Delay,12.529678349665986
974,2005,LAS,NAS Delay,6.8028849883920115
975,2005,LAX,NAS Delay,6.142324010736864
976,2005,LGA,NAS Delay,17.971996832788474
977,2005,MCO,NAS Delay,7.43878427541602
978,2005,MDW,NAS Delay,4.568687734333155
979,2005,MIA,NAS Delay,9.716006204190867
980,2005,MSP,NAS Delay,7.887922501382869
981,2005,ORD,NAS Delay,11.514410407944526
982,2005,PDX,NAS Delay,4.96492243156258
983,2005,PHL,NAS Delay,12.518801870297546
984,2005,PHX,NAS Delay,5.407126606724317
985,2005,SAN,NAS Delay,5.5161406267550275
986,2005,SEA,NAS Delay,6.369120337790291
987,2005,SFO,NAS Delay,10.68950600055819
988,2005,SLC,NAS Delay,4.685248286925919
989,2005,TPA,NAS Delay,7.174124097688572
990,2006,ATL,NAS Delay,12.746532486556053
991,2006,BOS,NAS Delay,12.045600244218884
992,2006,BWI,NAS Delay,4.573594482040605
993,2006,CLT,NAS Delay,8.081294584333552
994,2006,DAL,NAS Delay,2.287099434732755
995,2006,DCA,NAS Delay,8.228616717742785
996,2006,DEN,NAS Delay,5.719252038818238
997,2006,DFW,NAS Delay,6.244135646771453
998,2006,DTW,NAS Delay,8.627554517133957
999,2006,EWR,NAS Delay,22.39088565362451
1000,2006,FLL,NAS Delay,7.087198982308738
1001,2006,IAD,NAS Delay,5.58774515420108
1002,2006,IAH,NAS Delay,9.442853699041082
1003,2006,JFK,NAS Delay,13.18636840961761
1004,2006,LAS,NAS Delay,7.413272266614692
1005,2006,LAX,NAS Delay,7.035570756733649
1006,2006,LGA,NAS Delay,19.104704359085016
